tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,2,6,Saturday,3.0
PA,2023-04-08,6.269973,-75.565726,Parque Explora,3,14,Tuesday,0.7
CO,2023-04-07,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,52.0
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
ES,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
US,2023-04-07,6.25184,-75.56359,City Tours Medellín,1,3,Tuesday,0.0
CO,2023-04-07,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,24,Wednesday,1.7
ES,2023-04-07,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
PA,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
PA,2023-04-07,6.269973,-75.565726,Parque Explora,1,2,Wednesday,0.0
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
US,2023-04-07,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
CO,2023-04-07,6.269973,-75.565726,Parque Explora,5,18,Wednesday,1.6
CO,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Thursday,1.5
MX,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,30.0
CR,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Wednesday,0.0
PA,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
CO,2023-04-07,6.269973,-75.565726,Parque Explora,9,23,Thursday,0.6
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,3,8,Thursday,12.0
US,2023-04-07,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Wednesday,6.0
CO,2023-04-07,6.2726953,-75.5671962,Parque Norte Medellín,3,15,Tuesday,0.7
PE,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
CR,2023-04-07,6.269973,-75.565726,Parque Explora,1,2,Thursday,0.0
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,13,44,Wednesday,1.4
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,12,37,Friday,2.3
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
CO,2023-04-07,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
GB,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
CO,2023-04-07,6.269973,-75.565726,Parque Explora,5,34,Saturday,1.2
IE,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Thursday,7.0
CO,2023-04-07,6.289108,-75.509377,Parque Arví,1,4,Saturday,7.0
CO,2023-04-07,6.269973,-75.565726,Parque Explora,21,86,Tuesday,4.0
MX,2023-04-07,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
EC,2023-04-07,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,9,27,Tuesday,12.6
US,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
CR,2023-04-07,6.269973,-75.565726,Parque Explora,3,18,Tuesday,0.0
CO,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Friday,4.0
ES,2023-04-07,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
CO,2023-04-07,6.289108,-75.509377,Parque Arví,4,10,Thursday,4.8
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,15,53,Tuesday,0.9
CO,2023-04-07,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
CO,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,23,90,Thursday,2.9
US,2023-04-07,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
MX,2023-04-07,6.269973,-75.565726,Parque Explora,1,1,Wednesday,28.0
CO,2023-04-07,6.289108,-75.509377,Parque Arví,3,7,Wednesday,27.3
CO,2023-04-07,6.289108,-75.509377,Parque Arví,4,10,Friday,2.0
CR,2023-04-07,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
US,2023-04-07,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Tuesday,2.5
MX,2023-04-07,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,29.0
CO,2023-04-07,6.252391,-75.568911,Museo de Antioquia,2,3,Wednesday,1.0
CO,2023-04-07,6.269973,-75.565726,Parque Explora,10,26,Friday,1.6
PA,2023-04-07,6.269973,-75.565726,Parque Explora,3,14,Tuesday,0.7
IE,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Thursday,7.0
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,14,61,Thursday,4.6
MX,2023-04-06,6.269973,-75.565726,Parque Explora,1,1,Wednesday,28.0
PA,2023-04-06,6.269973,-75.565726,Parque Explora,3,14,Tuesday,0.7
IN,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,22.0
CO,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,9,27,Tuesday,12.6
US,2023-04-06,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
EC,2023-04-06,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-06,6.252391,-75.568911,Museo de Antioquia,3,8,Thursday,12.0
ES,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
CO,2023-04-06,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,24,Wednesday,1.7
US,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
PA,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
CO,2023-04-06,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CO,2023-04-06,6.289108,-75.509377,Parque Arví,3,7,Wednesday,27.3
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,15,53,Tuesday,0.9
IN,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,22.0
PA,2023-04-06,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,5,34,Saturday,1.2
PA,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,1.0
PA,2023-04-06,6.269973,-75.565726,Parque Explora,1,2,Wednesday,0.0
US,2023-04-06,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Tuesday,2.5
CR,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,21.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
CR,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,21.0
IN,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,22.0
CO,2023-04-06,6.2726953,-75.5671962,Parque Norte Medellín,3,15,Tuesday,0.7
CR,2023-04-06,6.269973,-75.565726,Parque Explora,3,18,Tuesday,0.0
CR,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Wednesday,0.0
US,2023-04-06,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Wednesday,6.0
PA,2023-04-06,6.289108,-75.509377,Parque Arví,1,5,Friday,1.0
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
CR,2023-04-06,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
GB,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
MX,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,29.0
MX,2023-04-06,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-06,6.289108,-75.509377,Parque Arví,1,4,Saturday,7.0
PA,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,5,18,Wednesday,1.6
CO,2023-04-06,6.252391,-75.568911,Museo de Antioquia,2,3,Wednesday,1.0
ES,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
CO,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,4,8,Friday,0.8
US,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
IN,2023-04-06,6.289108,-75.509377,Parque Arví,1,2,Friday,22.0
ES,2023-04-06,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2023-04-06,6.289108,-75.509377,Parque Arví,4,10,Thursday,4.8
CO,2023-04-06,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
IN,2023-04-06,6.269973,-75.565726,Parque Explora,1,2,Friday,22.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,4,10,Thursday,1.0
US,2023-04-06,6.25184,-75.56359,City Tours Medellín,1,3,Tuesday,0.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,1,4,Friday,3.0
CO,2023-04-06,6.269973,-75.565726,Parque Explora,21,86,Tuesday,4.0
CO,2023-04-06,6.223166,-75.580316,Parque de la Conservación Medellín,13,44,Wednesday,1.4
PE,2023-04-06,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
CO,2023-04-06,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,0.0
CO,2023-04-06,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
CO,2023-04-06,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Thursday,1.5
CL,2023-04-06,6.289108,-75.509377,Parque Arví,2,2,Friday,7.0
US,2023-04-05,6.25184,-75.56359,City Tours Medellín,1,3,Tuesday,0.0
US,2023-04-05,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
CO,2023-04-05,6.2726953,-75.5671962,Parque Norte Medellín,3,15,Tuesday,0.7
ES,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
MX,2023-04-05,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
IN,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,22.0
CO,2023-04-05,6.289108,-75.509377,Parque Arví,3,7,Wednesday,27.3
ES,2023-04-05,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2023-04-05,6.289108,-75.509377,Parque Arví,1,4,Saturday,7.0
US,2023-04-05,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Tuesday,2.5
PA,2023-04-05,6.269973,-75.565726,Parque Explora,3,14,Tuesday,0.7
MX,2023-04-05,6.269973,-75.565726,Parque Explora,1,1,Wednesday,28.0
CO,2023-04-05,6.269973,-75.565726,Parque Explora,21,86,Tuesday,4.0
CO,2023-04-05,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
CO,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,9,27,Tuesday,12.6
CR,2023-04-05,6.269973,-75.565726,Parque Explora,1,2,Thursday,20.0
CO,2023-04-05,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,0.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,5,18,Wednesday,3.0
CO,2023-04-05,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CO,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,5,Thursday,0.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,4,8,Friday,0.8
CL,2023-04-05,6.289108,-75.509377,Parque Arví,2,2,Friday,7.0
GB,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
IN,2023-04-05,6.289108,-75.509377,Parque Arví,1,2,Friday,22.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,15,53,Tuesday,0.9
CR,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,21.0
US,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
PA,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,1.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,2,8,Thursday,10.5
CO,2023-04-05,6.269973,-75.565726,Parque Explora,3,11,Wednesday,2.3
IN,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,22.0
CO,2023-04-05,6.269973,-75.565726,Parque Explora,5,34,Saturday,1.2
PA,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
CL,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,2,Thursday,6.0
CO,2023-04-05,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,13,Wednesday,3.0
CR,2023-04-05,6.289108,-75.509377,Parque Arví,1,2,Thursday,20.0
CL,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,6.0
CR,2023-04-05,6.269973,-75.565726,Parque Explora,3,18,Tuesday,0.0
ES,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
CL,2023-04-05,6.269973,-75.565726,Parque Explora,2,2,Thursday,6.0
CO,2023-04-05,6.269973,-75.565726,Parque Explora,1,4,Friday,3.0
IN,2023-04-05,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,22.0
PA,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
CO,2023-04-05,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
PA,2023-04-05,6.289108,-75.509377,Parque Arví,1,5,Friday,1.0
CO,2023-04-05,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
EC,2023-04-05,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
IN,2023-04-05,6.269973,-75.565726,Parque Explora,1,2,Friday,22.0
CR,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,21.0
CO,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
US,2023-04-05,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Wednesday,6.0
CO,2023-04-05,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,2.0
PA,2023-04-05,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-04-05,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
CL,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Wednesday,5.0
CO,2023-04-04,6.269973,-75.565726,Parque Explora,1,4,Friday,3.0
PA,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
ES,2023-04-04,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
PA,2023-04-04,6.269973,-75.565726,Parque Explora,2,12,Tuesday,1.0
CO,2023-04-04,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,0.0
CL,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,6.0
CO,2023-04-04,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CL,2023-04-04,6.289108,-75.509377,Parque Arví,2,2,Friday,7.0
CR,2023-04-04,6.269973,-75.565726,Parque Explora,1,2,Thursday,20.0
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,4,8,Friday,0.8
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,6,17,Wednesday,0.2
CO,2023-04-04,6.269973,-75.565726,Parque Explora,10,36,Tuesday,8.2
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
CL,2023-04-04,6.269973,-75.565726,Parque Explora,2,2,Thursday,6.0
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,6,15,Tuesday,1.7
CO,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
CO,2023-04-04,6.269973,-75.565726,Parque Explora,5,34,Saturday,1.2
US,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
CO,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,5,Thursday,0.0
CR,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,21.0
IN,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,22.0
IN,2023-04-04,6.289108,-75.509377,Parque Arví,1,2,Friday,22.0
PA,2023-04-04,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
ES,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
CO,2023-04-04,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
CR,2023-04-04,6.289108,-75.509377,Parque Arví,1,2,Thursday,20.0
CL,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,2,Thursday,6.0
IN,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,22.0
GB,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
CO,2023-04-04,6.2726953,-75.5671962,Parque Norte Medellín,2,11,Tuesday,1.0
PA,2023-04-04,6.289108,-75.509377,Parque Arví,1,5,Friday,1.0
IN,2023-04-04,6.269973,-75.565726,Parque Explora,1,2,Friday,22.0
CR,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,21.0
CL,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,1,Wednesday,5.0
ES,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
PA,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,1.0
CO,2023-04-04,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
PE,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
US,2023-04-04,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Tuesday,5.0
CO,2023-04-04,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,2,8,Thursday,10.5
CO,2023-04-04,6.289108,-75.509377,Parque Arví,1,4,Saturday,7.0
CO,2023-04-04,6.2235123,-75.5741647,Museum of Modern Art of Medellín,8,25,Tuesday,14.0
CO,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
US,2023-04-04,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
IN,2023-04-04,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,22.0
PA,2023-04-04,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
ES,2023-04-03,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2023-04-03,6.269973,-75.565726,Parque Explora,5,34,Saturday,1.2
CL,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,6.0
PA,2023-04-03,6.289108,-75.509377,Parque Arví,1,5,Friday,1.0
CO,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
IN,2023-04-03,6.269973,-75.565726,Parque Explora,1,2,Friday,22.0
CO,2023-04-03,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,0.0
CR,2023-04-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,21.0
US,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
CO,2023-04-03,6.269973,-75.565726,Parque Explora,1,4,Friday,3.0
IN,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,22.0
IN,2023-04-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,22.0
CL,2023-04-03,6.269973,-75.565726,Parque Explora,2,2,Thursday,6.0
CR,2023-04-03,6.269973,-75.565726,Parque Explora,1,2,Thursday,20.0
CO,2023-04-03,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
US,2023-04-03,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
ES,2023-04-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,4,8,Friday,0.8
CL,2023-04-03,6.289108,-75.509377,Parque Arví,2,2,Friday,7.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
CO,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,5,Thursday,0.0
PA,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,1.0
US,2023-04-03,6.289108,-75.509377,Parque Arví,1,1,Tuesday,5.0
CO,2023-04-03,6.289108,-75.509377,Parque Arví,1,4,Saturday,7.0
PE,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
CO,2023-04-03,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
GB,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
CO,2023-04-03,6.252391,-75.568911,Museo de Antioquia,3,6,Monday,17.0
PA,2023-04-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
ES,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
IN,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,22.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,8,Thursday,10.5
PA,2023-04-03,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
CR,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,21.0
CR,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,18.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,6,17,Wednesday,0.2
CL,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Wednesday,5.0
IN,2023-04-03,6.289108,-75.509377,Parque Arví,1,2,Friday,22.0
CL,2023-04-03,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,2,Thursday,6.0
CL,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,1,Wednesday,5.0
CO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,1.0
EC,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Tuesday,0.0
PA,2023-04-03,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
CR,2023-04-03,6.289108,-75.509377,Parque Arví,1,2,Thursday,20.0
DO,2023-04-03,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,9.0
CL,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,1,Wednesday,5.0
US,2023-04-02,6.269973,-75.565726,Parque Explora,2,12,Saturday,0.0
CL,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Wednesday,5.0
PA,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Friday,1.0
CO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,1.0
CO,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,5,Thursday,0.0
CO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,4,8,Friday,0.8
IN,2023-04-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,22.0
CO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,11,36,Saturday,5.0
CO,2023-04-02,6.269973,-75.565726,Parque Explora,1,4,Friday,3.0
CO,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,0.0
CR,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,18.0
DO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,9.0
IN,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,22.0
CL,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,6.0
CL,2023-04-02,6.289108,-75.509377,Parque Arví,2,2,Friday,7.0
CO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,6,17,Wednesday,0.2
CR,2023-04-02,6.289108,-75.509377,Parque Arví,1,2,Thursday,20.0
CO,2023-04-02,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,0.0
CR,2023-04-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Friday,21.0
CO,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,2,8,Thursday,10.5
PA,2023-04-02,6.252391,-75.568911,Museo de Antioquia,1,5,Saturday,2.0
IN,2023-04-02,6.289108,-75.509377,Parque Arví,1,2,Friday,22.0
EC,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,5,Tuesday,0.0
IN,2023-04-02,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,22.0
US,2023-04-02,6.289108,-75.509377,Parque Arví,1,1,Tuesday,5.0
PA,2023-04-02,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,5,Saturday,2.0
CO,2023-04-02,6.2726953,-75.5671962,Parque Norte Medellín,5,12,Sunday,2.8
CL,2023-04-02,6.269973,-75.565726,Parque Explora,2,2,Thursday,6.0
